#track type=interact name="interact Example One" description="An interact file" interactDirectional=true maxHeightPixels=200:100:50 visibility=full
#chrom       chromStart       chromEnd       name       score       value       exp       color       SourceChrom       SourceStart       SourcrEnd       SourceName       SourceStrand       targetChrom       targetStart       targetEnd       targetName       targetStrand
chr2       180678044       180701170       .       15       15       .       0       chr2       180678044       180680755       .       .       chr2       180699141       180701170       .       .
chr2       181242800       181257865       .       8       8       .       0       chr2       181242800       181244208       .       .       chr2       181256526       181257865       .       .
chr3       4974501       31813955       .       7       7       .       0       chr3       4974501       4975003       .       .       chr3       31813141       31813955       .       .
chr3       10009135       10303354       .       7       7       .       0       chr3       10009135       10010133       .       .       chr3       10302737       10303354       .       .
chr3       11281821       14516617       .       7       7       .       0       chr3       11281821       11282321       .       .       chr3       14516002       14516617       .       .
chr3       14757073       14771017       .       8       8       .       0       chr3       14757073       14758550       .       .       chr3       14770062       14771017       .       .
chr3       14781614       14832152       .       15       15       .       0       chr3       14781614       14785056       .       .       chr3       14829683       14832152       .       .
chr3       14785110       14832924       .       7       7       .       0       chr3       14785110       14786626       .       .       chr3       14831121       14832924       .       .
chr3       14830007       14863043       .       17       17       .       0       chr3       14830007       14832928       .       .       chr3       14861461       14863043       .       .
chr3       14844058       14862164       .       7       7       .       0       chr3       14844058       14845198       .       .       chr3       14860798       14862164       .       .
chr3       18646872       141019729       .       9       9       .       0       chr3       18646872       18647427       .       .       chr3       141019229       141019729       .       .
chr3       19619402       19629015       .       7       7       .       0       chr3       19619402       19620293       .       .       chr3       19628016       19629015       .       .
chr3       21952212       24232148       .       7       7       .       0       chr3       21952212       21952801       .       .       chr3       24231648       24232148       .       .
chr3       21961390       21986053       .       7       7       .       0       chr3       21961390       21963661       .       .       chr3       21984067       21986053       .       .
chr3       22076795       22091876       .       14       14       .       0       chr3       22076795       22078363       .       .       chr3       22089806       22091876       .       .
chr3       22089597       22144328       .       13       13       .       0       chr3       22089597       22091238       .       .       chr3       22142633       22144328       .       .
chr3       26567772       59769397       .       7       7       .       0       chr3       26567772       26568272       .       .       chr3       59768796       59769397       .       .
chr3       27187475       27222128       .       10       10       .       0       chr3       27187475       27188986       .       .       chr3       27220412       27222128       .       .
chr3       27220895       27234498       .       36       36       .       0       chr3       27220895       27224081       .       .       chr3       27230899       27234498       .       .
chr3       27899445       27909373       .       9       9       .       0       chr3       27899445       27900741       .       .       chr3       27908430       27909373       .       .
chr3       28683716       28696528       .       8       8       .       0       chr3       28683716       28684702       .       .       chr3       28695772       28696528       .       .
chr3       28710338       28722039       .       9       9       .       0       chr3       28710338       28711650       .       .       chr3       28720904       28722039       .       .
chr3       28722317       28737904       .       7       7       .       0       chr3       28722317       28724413       .       .       chr3       28736269       28737904       .       .
chr3       28725214       28737926       .       10       10       .       0       chr3       28725214       28726400       .       .       chr3       28736267       28737926       .       .
chr3       36065711       36834080       .       9       9       .       0       chr3       36065711       36066243       .       .       chr3       36833519       36834080       .       .
chr3       36475632       36496091       .       9       9       .       0       chr3       36475632       36476754       .       .       chr3       36494750       36496091       .       .
chr3       36481603       36496014       .       9       9       .       0       chr3       36481603       36482828       .       .       chr3       36494507       36496014       .       .
chr3       37402697       39768508       .       8       8       .       0       chr3       37402697       37403197       .       .       chr3       39767917       39768508       .       .
chr3       41083193       41102832       .       7       7       .       0       chr3       41083193       41084395       .       .       chr3       41101241       41102832       .       .
chr3       41086370       41102647       .       8       8       .       0       chr3       41086370       41087765       .       .       chr3       41101241       41102647       .       .
chr3       45787499       45803696       .       7       7       .       0       chr3       45787499       45788396       .       .       chr3       45803196       45803696       .       .
chr3       46308166       47144471       .       8       8       .       0       chr3       46308166       46308701       .       .       chr3       47143971       47144471       .       .
chr3       51182062       51203318       .       23       23       .       0       chr3       51182062       51185408       .       .       chr3       51200372       51203318       .       .
chr3       51200265       51235072       .       47       47       .       0       chr3       51200265       51204017       .       .       chr3       51231142       51235072       .       .
chr3       51200801       51231049       .       26       26       .       0       chr3       51200801       51204029       .       .       chr3       51228642       51231049       .       .
chr3       51233897       51276047       .       10       10       .       0       chr3       51233897       51235529       .       .       chr3       51274003       51276047       .       .
chr3       52831917       53689692       .       8       8       .       0       chr3       52831917       52832524       .       .       chr3       53689192       53689692       .       .
chr3       55118495       55147046       .       9       9       .       0       chr3       55118495       55120703       .       .       chr3       55145953       55147046       .       .
chr3       57297581       57426712       .       7       7       .       0       chr3       57297581       57298902       .       .       chr3       57425366       57426712       .       .
chr3       57343467       57387715       .       18       18       .       0       chr3       57343467       57346707       .       .       chr3       57384867       57387715       .       .
chr3       57386716       57427186       .       11       11       .       0       chr3       57386716       57388514       .       .       chr3       57425436       57427186       .       .
chr3       57667087       57697869       .       7       7       .       0       chr3       57667087       57668240       .       .       chr3       57696181       57697869       .       .
chr3       57669600       57697552       .       9       9       .       0       chr3       57669600       57671359       .       .       chr3       57695926       57697552       .       .
chr3       58206245       58372984       .       9       9       .       0       chr3       58206245       58207532       .       .       chr3       58371943       58372984       .       .
chr3       58577811       58596693       .       10       10       .       0       chr3       58577811       58579384       .       .       chr3       58595452       58596693       .       .
chr3       58680820       58691170       .       9       9       .       0       chr3       58680820       58682539       .       .       chr3       58690036       58691170       .       .
chr3       60030195       60054655       .       8       8       .       0       chr3       60030195       60032350       .       .       chr3       60053017       60054655       .       .
chr3       60032798       60054704       .       7       7       .       0       chr3       60032798       60034820       .       .       chr3       60053018       60054704       .       .
chr3       60046499       60057839       .       8       8       .       0       chr3       60046499       60047879       .       .       chr3       60056608       60057839       .       .
chr3       60056608       60096654       .       7       7       .       0       chr3       60056608       60057829       .       .       chr3       60094757       60096654       .       .
chr3       60094531       60113158       .       11       11       .       0       chr3       60094531       60096656       .       .       chr3       60110629       60113158       .       .
chr3       60095224       60107733       .       7       7       .       0       chr3       60095224       60097002       .       .       chr3       60106440       60107733       .       .
chr3       60103531       60514155       .       8       8       .       0       chr3       60103531       60104114       .       .       chr3       60513655       60514155       .       .
chr3       60163745       60496012       .       10       10       .       0       chr3       60163745       60164245       .       .       chr3       60495421       60496012       .       .
chr3       60407965       60444016       .       9       9       .       0       chr3       60407965       60409376       .       .       chr3       60442654       60444016       .       .
chr3       61343962       61413811       .       8       8       .       0       chr3       61343962       61344777       .       .       chr3       61413311       61413811       .       .
chr3       62338703       62350284       .       12       12       .       0       chr3       62338703       62341275       .       .       chr3       62347867       62350284       .       .
chr3       65633227       65660920       .       8       8       .       0       chr3       65633227       65634201       .       .       chr3       65660420       65660920       .       .
chr3       65974613       65989676       .       7       7       .       0       chr3       65974613       65975658       .       .       chr3       65987659       65989676       .       .
chr3       66374610       67768489       .       7       7       .       0       chr3       66374610       66375155       .       .       chr3       67767989       67768489       .       .
chr3       67679182       74633346       .       7       7       .       0       chr3       67679182       67679682       .       .       chr3       74632758       74633346       .       .
chr3       69262465       69536649       .       7       7       .       0       chr3       69262465       69263046       .       .       chr3       69536149       69536649       .       .
chr3       69738804       94575459       .       7       7       .       0       chr3       69738804       69739304       .       .       chr3       94574834       94575459       .       .
chr3       69761826       73005984       .       8       8       .       0       chr3       69761826       69762326       .       .       chr3       73005413       73005984       .       .
chr3       70033210       132539985       .       7       7       .       0       chr3       70033210       70033779       .       .       chr3       132539481       132539985       .       .
chr3       72344359       124790068       .       7       7       .       0       chr3       72344359       72344859       .       .       chr3       124789339       124790068       .       .
chr3       75944101       75954818       .       7       7       .       0       chr3       75944101       75945619       .       .       chr3       75953249       75954818       .       .
chr3       79518216       79540346       .       15       15       .       0       chr3       79518216       79519806       .       .       chr3       79538094       79540346       .       .
chr3       79520792       79538604       .       7       7       .       0       chr3       79520792       79521832       .       .       chr3       79537539       79538604       .       .
chr3       79542606       79553050       .       7       7       .       0       chr3       79542606       79544038       .       .       chr3       79551214       79553050       .       .
chr3       79848456       123506540       .       8       8       .       0       chr3       79848456       79849151       .       .       chr3       123506040       123506540       .       .
chr3       81976299       81989047       .       10       10       .       0       chr3       81976299       81977870       .       .       chr3       81987233       81989047       .       .
chr3       81981830       81992719       .       10       10       .       0       chr3       81981830       81983816       .       .       chr3       81990843       81992719       .       .
chr3       81987253       82024580       .       9       9       .       0       chr3       81987253       81989697       .       .       chr3       82022668       82024580       .       .
chr3       81989848       82024080       .       8       8       .       0       chr3       81989848       81992258       .       .       chr3       82022667       82024080       .       .
chr3       81994604       82024228       .       10       10       .       0       chr3       81994604       81996599       .       .       chr3       82022296       82024228       .       .
chr3       81997213       82024080       .       7       7       .       0       chr3       81997213       81998420       .       .       chr3       82022666       82024080       .       .
chr3       81997241       82025287       .       7       7       .       0       chr3       81997241       81998512       .       .       chr3       82024093       82025287       .       .
chr3       82265059       82291576       .       8       8       .       0       chr3       82265059       82266609       .       .       chr3       82290188       82291576       .       .
chr3       83007162       83052396       .       7       7       .       0       chr3       83007162       83008260       .       .       chr3       83050913       83052396       .       .
chr3       83009742       83026642       .       8       8       .       0       chr3       83009742       83011721       .       .       chr3       83025019       83026642       .       .
chr3       83024987       83034882       .       8       8       .       0       chr3       83024987       83025953       .       .       chr3       83034242       83034882       .       .
chr3       83025643       83039074       .       7       7       .       0       chr3       83025643       83026858       .       .       chr3       83037665       83039074       .       .
chr3       84209477       84258991       .       8       8       .       0       chr3       84209477       84209977       .       .       chr3       84258405       84258991       .       .
chr3       84263126       84587360       .       7       7       .       0       chr3       84263126       84263626       .       .       chr3       84586789       84587360       .       .
chr3       84269812       84283724       .       7       7       .       0       chr3       84269812       84271665       .       .       chr3       84282723       84283724       .       .
chr3       84282627       84295316       .       8       8       .       0       chr3       84282627       84284573       .       .       chr3       84294055       84295316       .       .
chr3       85196826       85272977       .       10       10       .       0       chr3       85196826       85198907       .       .       chr3       85270689       85272977       .       .
chr3       85809741       152420963       .       8       8       .       0       chr3       85809741       85810558       .       .       chr3       152420463       152420963       .       .
chr3       86999808       87010155       .       7       7       .       0       chr3       86999808       87001069       .       .       chr3       87008418       87010155       .       .
chr3       87885485       88043453       .       8       8       .       0       chr3       87885485       87886046       .       .       chr3       88042929       88043453       .       .
chr3       88137187       88177679       .       7       7       .       0       chr3       88137187       88138456       .       .       chr3       88175410       88177679       .       .
chr3       88414507       88457232       .       8       8       .       0       chr3       88414507       88416269       .       .       chr3       88455576       88457232       .       .
chr3       88455868       88466683       .       9       9       .       0       chr3       88455868       88457796       .       .       chr3       88465577       88466683       .       .
chr3       89436165       89693516       .       8       8       .       0       chr3       89436165       89436739       .       .       chr3       89693016       89693516       .       .
chr3       89897949       89910332       .       9       9       .       0       chr3       89897949       89899181       .       .       chr3       89908189       89910332       .       .
chr3       90212923       90266227       .       7       7       .       0       chr3       90212923       90214465       .       .       chr3       90265637       90266227       .       .
chr3       90230845       90249324       .       8       8       .       0       chr3       90230845       90232159       .       .       chr3       90247601       90249324       .       .
chr3       90247316       90267769       .       18       18       .       0       chr3       90247316       90249305       .       .       chr3       90265251       90267769       .       .
chr3       90492651       90509744       .       23       23       .       0       chr3       90492651       90495346       .       .       chr3       90506846       90509744       .       .
chr3       90508666       108781095       .       7       7       .       0       chr3       90508666       90509239       .       .       chr3       108780595       108781095       .       .
chr3       93554432       93579629       .       7       7       .       0       chr3       93554432       93556119       .       .       chr3       93578797       93579629       .       .
chr3       94337457       94368589       .       10       10       .       0       chr3       94337457       94339733       .       .       chr3       94367010       94368589       .       .
chr3       94337772       94357547       .       7       7       .       0       chr3       94337772       94338937       .       .       chr3       94356239       94357547       .       .
chr3       95295709       95319912       .       7       7       .       0       chr3       95295709       95297125       .       .       chr3       95317464       95319912       .       .
chr3       95632691       95652056       .       15       15       .       0       chr3       95632691       95633986       .       .       chr3       95650539       95652056       .       .
chr3       95644282       95668931       .       8       8       .       0       chr3       95644282       95646047       .       .       chr3       95667933       95668931       .       .
chr3       95649592       95676951       .       7       7       .       0       chr3       95649592       95651439       .       .       chr3       95674753       95676951       .       .
chr3       95663632       95677450       .       10       10       .       0       chr3       95663632       95665225       .       .       chr3       95675363       95677450       .       .
chr3       97755442       97767019       .       7       7       .       0       chr3       97755442       97757096       .       .       chr3       97765206       97767019       .       .
chr3       97756051       97868549       .       8       8       .       0       chr3       97756051       97757521       .       .       chr3       97866742       97868549       .       .
chr3       97844024       97868112       .       8       8       .       0       chr3       97844024       97845679       .       .       chr3       97866918       97868112       .       .
chr3       98226704       98256534       .       8       8       .       0       chr3       98226704       98228532       .       .       chr3       98254376       98256534       .       .
chr3       98262390       98274255       .       9       9       .       0       chr3       98262390       98263943       .       .       chr3       98272193       98274255       .       .
chr3       98267224       98280720       .       9       9       .       0       chr3       98267224       98269071       .       .       chr3       98279084       98280720       .       .
chr3       98283210       98294963       .       7       7       .       0       chr3       98283210       98284928       .       .       chr3       98293157       98294963       .       .
chr3       98762894       98783068       .       16       16       .       0       chr3       98762894       98764717       .       .       chr3       98780372       98783068       .       .
chr3       101505477       101517908       .       31       31       .       0       chr3       101505477       101508531       .       .       chr3       101515145       101517908       .       .
chr3       101506369       101527026       .       12       12       .       0       chr3       101506369       101508437       .       .       chr3       101525550       101527026       .       .
chr3       101513606       101529897       .       70       70       .       0       chr3       101513606       101518570       .       .       chr3       101525817       101529897       .       .
chr3       102993174       123106220       .       8       8       .       0       chr3       102993174       102994138       .       .       chr3       123105696       123106220       .       .
chr3       105022123       105049414       .       7       7       .       0       chr3       105022123       105023836       .       .       chr3       105047863       105049414       .       .
chr3       105636060       127838365       .       11       11       .       0       chr3       105636060       105636827       .       .       chr3       127837865       127838365       .       .
chr3       106457832       106495636       .       7       7       .       0       chr3       106457832       106458444       .       .       chr3       106495136       106495636       .       .
chr3       106482348       106496907       .       9       9       .       0       chr3       106482348       106483940       .       .       chr3       106495439       106496907       .       .
chr3       106495480       106511417       .       7       7       .       0       chr3       106495480       106496779       .       .       chr3       106509942       106511417       .       .
chr3       106495518       106550467       .       15       15       .       0       chr3       106495518       106496779       .       .       chr3       106547822       106550467       .       .
chr3       106546411       106571493       .       8       8       .       0       chr3       106546411       106546917       .       .       chr3       106570956       106571493       .       .
chr3       106720285       136796628       .       7       7       .       0       chr3       106720285       106720852       .       .       chr3       136796125       136796628       .       .
chr3       106819016       107033087       .       7       7       .       0       chr3       106819016       106819516       .       .       chr3       107032424       107033087       .       .
chr3       107192699       107314966       .       7       7       .       0       chr3       107192699       107193260       .       .       chr3       107314466       107314966       .       .
chr3       107827266       107864922       .       8       8       .       0       chr3       107827266       107827828       .       .       chr3       107864422       107864922       .       .
chr3       109122405       143051468       .       7       7       .       0       chr3       109122405       109122949       .       .       chr3       143050968       143051468       .       .
chr3       109456486       132984671       .       7       7       .       0       chr3       109456486       109457025       .       .       chr3       132984171       132984671       .       .
chr3       112627191       113882148       .       7       7       .       0       chr3       112627191       112627691       .       .       chr3       113881363       113882148       .       .
chr3       115619957       115635981       .       7       7       .       0       chr3       115619957       115621616       .       .       chr3       115634983       115635981       .       .
chr3       115712146       115747671       .       7       7       .       0       chr3       115712146       115714299       .       .       chr3       115746319       115747671       .       .
chr3       116968546       117054544       .       8       8       .       0       chr3       116968546       116969153       .       .       chr3       117054032       117054544       .       .
chr3       118478158       118493614       .       8       8       .       0       chr3       118478158       118480078       .       .       chr3       118491611       118493614       .       .
chr3       118478507       118503302       .       7       7       .       0       chr3       118478507       118479577       .       .       chr3       118502531       118503302       .       .
chr3       120298439       125336767       .       7       7       .       0       chr3       120298439       120299030       .       .       chr3       125336267       125336767       .       .
chr3       121187527       121200543       .       9       9       .       0       chr3       121187527       121189311       .       .       chr3       121197999       121200543       .       .
chr3       121245619       121680757       .       7       7       .       0       chr3       121245619       121246119       .       .       chr3       121680172       121680757       .       .
chr3       121263308       121279602       .       11       11       .       0       chr3       121263308       121265047       .       .       chr3       121277309       121279602       .       .
chr3       121415749       121426073       .       7       7       .       0       chr3       121415749       121417242       .       .       chr3       121424913       121426073       .       .
chr3       121680172       121714045       .       7       7       .       0       chr3       121680172       121680733       .       .       chr3       121713545       121714045       .       .
chr3       121682289       121707373       .       7       7       .       0       chr3       121682289       121684072       .       .       chr3       121705801       121707373       .       .
chr3       121813176       121855657       .       9       9       .       0       chr3       121813176       121814618       .       .       chr3       121854358       121855657       .       .
chr3       121852414       121869788       .       46       46       .       0       chr3       121852414       121856238       .       .       chr3       121864414       121869788       .       .
chr3       121852707       121875375       .       9       9       .       0       chr3       121852707       121854740       .       .       chr3       121873400       121875375       .       .
chr3       121890572       121969801       .       7       7       .       0       chr3       121890572       121891202       .       .       chr3       121969173       121969801       .       .
chr3       121903380       121937503       .       11       11       .       0       chr3       121903380       121904956       .       .       chr3       121935779       121937503       .       .
chr3       121957345       121966776       .       8       8       .       0       chr3       121957345       121957955       .       .       chr3       121965793       121966776       .       .
chr3       122194192       122206678       .       8       8       .       0       chr3       122194192       122195761       .       .       chr3       122205070       122206678       .       .
chr3       122197016       122207338       .       9       9       .       0       chr3       122197016       122198610       .       .       chr3       122205429       122207338       .       .
chr3       122484058       122501546       .       7       7       .       0       chr3       122484058       122486115       .       .       chr3       122500108       122501546       .       .
chr3       129428206       129472720       .       8       8       .       0       chr3       129428206       129430470       .       .       chr3       129471045       129472720       .       .
chr3       129455637       129502108       .       8       8       .       0       chr3       129455637       129456137       .       .       chr3       129501517       129502108       .       .
chr3       129547824       129562993       .       7       7       .       0       chr3       129547824       129548700       .       .       chr3       129562234       129562993       .       .
chr3       131301942       131312945       .       8       8       .       0       chr3       131301942       131303459       .       .       chr3       131311019       131312945       .       .
chr3       133722032       133750155       .       7       7       .       0       chr3       133722032       133723750       .       .       chr3       133749294       133750155       .       .
chr3       133723010       133739759       .       7       7       .       0       chr3       133723010       133723750       .       .       chr3       133737971       133739759       .       .
chr3       135484966       135502174       .       8       8       .       0       chr3       135484966       135486245       .       .       chr3       135501009       135502174       .       .
chr3       135486635       135499669       .       7       7       .       0       chr3       135486635       135487838       .       .       chr3       135498402       135499669       .       .
chr3       138227764       138241087       .       21       21       .       0       chr3       138227764       138232056       .       .       chr3       138239002       138241087       .       .
chr3       138238844       138277770       .       8       8       .       0       chr3       138238844       138240791       .       .       chr3       138276389       138277770       .       .
chr3       138242063       138257300       .       11       11       .       0       chr3       138242063       138243957       .       .       chr3       138255805       138257300       .       .
chr3       138243456       138254714       .       11       11       .       0       chr3       138243456       138245699       .       .       chr3       138253007       138254714       .       .
chr3       138373245       138410311       .       7       7       .       0       chr3       138373245       138374677       .       .       chr3       138408798       138410311       .       .
chr3       142344775       142395347       .       10       10       .       0       chr3       142344775       142347315       .       .       chr3       142393385       142395347       .       .
chr3       144531873       144578127       .       7       7       .       0       chr3       144531873       144532832       .       .       chr3       144577159       144578127       .       .
chr3       145740989       145762440       .       8       8       .       0       chr3       145740989       145741535       .       .       chr3       145761940       145762440       .       .
chr3       145760281       145792136       .       26       26       .       0       chr3       145760281       145764125       .       .       chr3       145789230       145792136       .       .
chr3       145761648       145782168       .       10       10       .       0       chr3       145761648       145764125       .       .       chr3       145780198       145782168       .       .
chr3       145764207       145779224       .       8       8       .       0       chr3       145764207       145765887       .       .       chr3       145777766       145779224       .       .
chr3       146565915       146581733       .       55       55       .       0       chr3       146565915       146571166       .       .       chr3       146577267       146581733       .       .
chr3       146566732       146596798       .       20       20       .       0       chr3       146566732       146570072       .       .       chr3       146594422       146596798       .       .
chr3       146567499       146599930       .       7       7       .       0       chr3       146567499       146568677       .       .       chr3       146598565       146599930       .       .
chr3       146568951       146591102       .       18       18       .       0       chr3       146568951       146570885       .       .       chr3       146589075       146591102       .       .
chr3       146578172       146591124       .       53       53       .       0       chr3       146578172       146581936       .       .       chr3       146587445       146591124       .       .
chr3       146578493       146596391       .       8       8       .       0       chr3       146578493       146580278       .       .       chr3       146594650       146596391       .       .
chr3       146579155       146594263       .       7       7       .       0       chr3       146579155       146580826       .       .       chr3       146593020       146594263       .       .
chr3       146585860       146596180       .       10       10       .       0       chr3       146585860       146587325       .       .       chr3       146594651       146596180       .       .
chr3       147397711       152641417       .       7       7       .       0       chr3       147397711       147398211       .       .       chr3       152640844       152641417       .       .
chr3       152192273       152210679       .       9       9       .       0       chr3       152192273       152194384       .       .       chr3       152209114       152210679       .       .
chr3       152192320       152202204       .       7       7       .       0       chr3       152192320       152193774       .       .       chr3       152200958       152202204       .       .
chr3       152192711       152204430       .       12       12       .       0       chr3       152192711       152194470       .       .       chr3       152202209       152204430       .       .
chr3       152210862       152234671       .       7       7       .       0       chr3       152210862       152211691       .       .       chr3       152233881       152234671       .       .
chr3       152797530       152816695       .       9       9       .       0       chr3       152797530       152798030       .       .       chr3       152816104       152816695       .       .
chr3       154177675       154607450       .       7       7       .       0       chr3       154177675       154178271       .       .       chr3       154606950       154607450       .       .
chr3       157729319       157743658       .       12       12       .       0       chr3       157729319       157731352       .       .       chr3       157741610       157743658       .       .
chr3       157952919       157993829       .       14       14       .       0       chr3       157952919       157955916       .       .       chr3       157992755       157993829       .       .
chr4       3696906       144982384       .       7       7       .       0       chr4       3696906       3697650       .       .       chr4       144981884       144982384       .       .
chr4       7227133       11573570       .       7       7       .       0       chr4       7227133       7227633       .       .       chr4       11573007       11573570       .       .
chr4       8201800       8213799       .       7       7       .       0       chr4       8201800       8203919       .       .       chr4       8212433       8213799       .       .
chr4       8692220       8705123       .       8       8       .       0       chr4       8692220       8694664       .       .       chr4       8703220       8705123       .       .
chr4       8733547       8748597       .       7       7       .       0       chr4       8733547       8734976       .       .       chr4       8747103       8748597       .       .
chr4       8825365       8836908       .       8       8       .       0       chr4       8825365       8826752       .       .       chr4       8835049       8836908       .       .
chr4       9646523       9659029       .       7       7       .       0       chr4       9646523       9648246       .       .       chr4       9657658       9659029       .       .
chr4       9646523       9657495       .       15       15       .       0       chr4       9646523       9648746       .       .       chr4       9655229       9657495       .       .
chr4       10459627       13178857       .       9       9       .       0       chr4       10459627       10460127       .       .       chr4       13178307       13178857       .       .
chr4       11320555       123921982       .       10       10       .       0       chr4       11320555       11321055       .       .       chr4       123921250       123921982       .       .
chr4       15022011       15150218       .       7       7       .       0       chr4       15022011       15023300       .       .       chr4       15148596       15150218       .       .
chr4       15136012       15150792       .       40       40       .       0       chr4       15136012       15141243       .       .       chr4       15147716       15150792       .       .
chr4       15925017       15939303       .       9       9       .       0       chr4       15925017       15926969       .       .       chr4       15937789       15939303       .       .
chr4       15925033       15943593       .       7       7       .       0       chr4       15925033       15926152       .       .       chr4       15941332       15943593       .       .
chr4       19701782       19721299       .       21       21       .       0       chr4       19701782       19704439       .       .       chr4       19718037       19721299       .       .
chr4       19703069       19734129       .       7       7       .       0       chr4       19703069       19703569       .       .       chr4       19733279       19734129       .       .
chr4       19913825       19925439       .       7       7       .       0       chr4       19913825       19915707       .       .       chr4       19923691       19925439       .       .
chr4       19975714       20012481       .       7       7       .       0       chr4       19975714       19977552       .       .       chr4       20010798       20012481       .       .
chr4       19976353       19993131       .       7       7       .       0       chr4       19976353       19977373       .       .       chr4       19991702       19993131       .       .
chr4       29229266       29241376       .       8       8       .       0       chr4       29229266       29229766       .       .       chr4       29240635       29241376       .       .
chr4       31383026       51038470       .       8       8       .       0       chr4       31383026       31383529       .       .       chr4       51037926       51038470       .       .
chr4       34977505       34988982       .       13       13       .       0       chr4       34977505       34979119       .       .       chr4       34985849       34988982       .       .
chr4       34988695       35005212       .       21       21       .       0       chr4       34988695       34992005       .       .       chr4       35002294       35005212       .       .
chr4       35096841       35126957       .       12       12       .       0       chr4       35096841       35099920       .       .       chr4       35124696       35126957       .       .
chr4       36930156       42902731       .       7       7       .       0       chr4       36930156       36930769       .       .       chr4       42902228       42902731       .       .
chr4       38969353       50452850       .       7       7       .       0       chr4       38969353       38970131       .       .       chr4       50452350       50452850       .       .
chr4       40142422       40182076       .       7       7       .       0       chr4       40142422       40143807       .       .       chr4       40181002       40182076       .       .
chr4       40142423       40158591       .       18       18       .       0       chr4       40142423       40144740       .       .       chr4       40156664       40158591       .       .
chr4       40156327       40182966       .       19       19       .       0       chr4       40156327       40159743       .       .       chr4       40180923       40182966       .       .
chr4       40700597       40722565       .       10       10       .       0       chr4       40700597       40702761       .       .       chr4       40720407       40722565       .       .
chr4       40702836       40725994       .       9       9       .       0       chr4       40702836       40704074       .       .       chr4       40723865       40725994       .       .
chr4       40702837       40722663       .       20       20       .       0       chr4       40702837       40704910       .       .       chr4       40719573       40722663       .       .
chr4       40705622       40722678       .       7       7       .       0       chr4       40705622       40706828       .       .       chr4       40721121       40722678       .       .
chr4       41143997       41153973       .       7       7       .       0       chr4       41143997       41145354       .       .       chr4       41153280       41153973       .       .
chr4       41743396       41756785       .       11       11       .       0       chr4       41743396       41745777       .       .       chr4       41755345       41756785       .       .
chr4       43382619       43419270       .       10       10       .       0       chr4       43382619       43383705       .       .       chr4       43417803       43419270       .       .
chr4       43386033       43396575       .       7       7       .       0       chr4       43386033       43387223       .       .       chr4       43394704       43396575       .       .
chr4       43560977       155948977       .       7       7       .       0       chr4       43560977       43561506       .       .       chr4       155948477       155948977       .       .
chr4       44757954       45487616       .       7       7       .       0       chr4       44757954       44758501       .       .       chr4       45487116       45487616       .       .
chr4       45451325       45965255       .       7       7       .       0       chr4       45451325       45451825       .       .       chr4       45964673       45965255       .       .
chr4       45474370       45486221       .       11       11       .       0       chr4       45474370       45476332       .       .       chr4       45483368       45486221       .       .
chr4       45494655       45509999       .       9       9       .       0       chr4       45494655       45496391       .       .       chr4       45507371       45509999       .       .
chr4       45499447       45520913       .       9       9       .       0       chr4       45499447       45500646       .       .       chr4       45518986       45520913       .       .
chr4       49381036       49412899       .       7       7       .       0       chr4       49381036       49381610       .       .       chr4       49412399       49412899       .       .
